SeasonID,TeamID,TeamName,OppPointsPG,HOME,PlayoffRank
2005,1610612737,Hawks,102.0,18-23,14
2005,1610612750,Timberwolves,93.6,24-17,14
2005,1610612752,Knicks,102.0,15-26,15
2005,1610612757,Trail Blazers,98.3,15-26,15
2006,1610612742,Mavericks,92.8,36-5,1
2006,1610612765,Pistons,91.8,26-15,1
2006,1610612739,Cavaliers,92.9,30-11,2
2006,1610612756,Suns,102.9,33-8,2
2006,1610612761,Raptors,98.5,30-11,3
2006,1610612759,Spurs,90.1,31-10,3
2006,1610612762,Jazz,98.6,31-10,4
2006,1610612748,Heat,95.5,27-14,4
2006,1610612741,Bulls,93.8,31-10,5
2006,1610612745,Rockets,92.1,28-13,5
2006,1610612743,Nuggets,103.7,23-18,6
2006,1610612751,Nets,98.3,24-17,6
2006,1610612747,Lakers,103.4,25-16,7
2006,1610612764,Wizards,104.9,26-15,7
2006,1610612753,Magic,94.0,25-16,8
2006,1610612744,Warriors,106.9,30-11,8
2006,1610612754,Pacers,98.0,22-19,9
2006,1610612746,Clippers,96.1,25-16,9
2006,1610612740,Hornets,97.1,24-17,10
2006,1610612755,76ers,98.0,21-20,10
2006,1610612758,Kings,103.1,20-21,11
2006,1610612766,Bobcats,100.6,20-21,11
2006,1610612757,Trail Blazers,98.4,18-23,12
2006,1610612752,Knicks,100.3,19-22,12
2006,1610612737,Hawks,98.4,18-23,13
2006,1610612750,Timberwolves,99.7,20-21,13
2006,1610612749,Bucks,104.0,18-23,14
2006,1610612760,SuperSonics,102.0,20-21,14
2006,1610612738,Celtics,99.2,12-29,15
2006,1610612763,Grizzlies,106.7,14-27,15
2007,1610612738,Celtics,90.3,35-6,1
2007,1610612747,Lakers,101.3,30-11,1
2007,1610612740,Hornets,95.6,30-11,2
2007,1610612765,Pistons,90.1,34-7,2
2007,1610612753,Magic,99.0,25-16,3
2007,1610612759,Spurs,90.6,34-7,3
2007,1610612739,Cavaliers,96.7,27-14,4
2007,1610612762,Jazz,99.3,37-4,4
2007,1610612745,Rockets,92.0,31-10,5
2007,1610612764,Wizards,99.2,25-16,5
2007,1610612756,Suns,105.0,30-11,6
2007,1610612761,Raptors,97.3,25-16,6
2007,1610612742,Mavericks,95.9,34-7,7
2007,1610612755,76ers,96.2,22-19,7
2007,1610612737,Hawks,100.0,25-16,8
2007,1610612743,Nuggets,107.0,33-8,8
2007,1610612744,Warriors,108.8,27-14,9
2007,1610612754,Pacers,105.4,21-20,9
2007,1610612751,Nets,100.9,21-20,10
2007,1610612757,Trail Blazers,96.3,28-13,10
2007,1610612741,Bulls,100.4,20-21,11
2007,1610612758,Kings,104.8,26-15,11
2007,1610612746,Clippers,101.1,13-28,12
2007,1610612766,Bobcats,101.4,21-20,12
2007,1610612750,Timberwolves,102.4,15-26,13
2007,1610612749,Bucks,103.9,19-22,13
2007,1610612752,Knicks,103.5,15-26,14
2007,1610612763,Grizzlies,106.9,14-27,14
2007,1610612748,Heat,100.0,9-32,15
2007,1610612760,SuperSonics,106.3,13-28,15
2008,1610612739,Cavaliers,91.4,39-2,1
2008,1610612747,Lakers,99.3,36-5,1
2008,1610612738,Celtics,93.4,35-6,2
2008,1610612743,Nuggets,100.9,33-8,2
2008,1610612753,Magic,94.4,32-9,3
2008,1610612759,Spurs,93.3,28-13,3
2008,1610612737,Hawks,96.5,31-10,4
2008,1610612757,Trail Blazers,94.1,34-7,4
2008,1610612745,Rockets,94.4,33-8,5
2008,1610612748,Heat,98.0,28-13,5
2008,1610612742,Mavericks,99.8,32-9,6
2008,1610612755,76ers,97.3,24-17,6
2008,1610612740,Hornets,94.3,28-13,7
2008,1610612741,Bulls,102.5,28-13,7
2008,1610612762,Jazz,100.9,33-8,8
2008,1610612765,Pistons,94.7,21-20,8
2008,1610612754,Pacers,106.2,25-16,9
2008,1610612756,Suns,107.5,28-13,9
2008,1610612744,Warriors,112.3,21-20,10
2008,1610612766,Bobcats,94.9,23-18,10
2008,1610612750,Timberwolves,102.7,11-30,11
2008,1610612751,Nets,100.5,19-22,11
2008,1610612749,Bucks,100.4,22-19,12
2008,1610612763,Grizzlies,99.3,16-25,12
2008,1610612760,Thunder,103.1,15-26,13
2008,1610612761,Raptors,101.9,18-23,13
2008,1610612746,Clippers,103.9,11-30,14
2008,1610612752,Knicks,107.8,20-21,14
2008,1610612758,Kings,109.3,11-30,15
2008,1610612764,Wizards,103.5,13-28,15
2009,1610612739,Cavaliers,95.6,35-6,1
2009,1610612747,Lakers,97.0,34-7,1
2009,1610612742,Mavericks,99.3,28-13,2
2009,1610612753,Magic,95.3,34-7,2
2009,1610612737,Hawks,97.0,34-7,3
2009,1610612756,Suns,105.3,32-9,3
2009,1610612738,Celtics,95.6,24-17,4
2009,1610612743,Nuggets,102.4,34-7,4
2009,1610612748,Heat,94.2,24-17,5
2009,1610612762,Jazz,98.9,32-9,5
2009,1610612749,Bucks,96.0,28-13,6
2009,1610612757,Trail Blazers,94.8,26-15,6
2009,1610612759,Spurs,96.3,29-12,7
2009,1610612766,Bobcats,93.8,31-10,7
2009,1610612741,Bulls,99.1,24-17,8
2009,1610612760,Thunder,98.0,27-14,8
2009,1610612745,Rockets,102.7,23-18,9
2009,1610612761,Raptors,105.9,25-16,9
2009,1610612754,Pacers,103.8,23-18,10
2009,1610612763,Grizzlies,104.0,23-18,10
2009,1610612740,Hornets,102.7,24-17,11
2009,1610612752,Knicks,105.9,18-23,11
2009,1610612746,Clippers,102.1,21-20,12
2009,1610612765,Pistons,99.1,17-24,12
2009,1610612744,Warriors,112.4,18-23,13
2009,1610612755,76ers,101.6,12-29,13
2009,1610612758,Kings,104.4,18-23,14
2009,1610612764,Wizards,101.0,15-26,14
2009,1610612750,Timberwolves,107.8,10-31,15
2009,1610612751,Nets,101.5,8-33,15
2010,1610612741,Bulls,91.3,36-5,1
2010,1610612759,Spurs,98.0,36-5,1
2010,1610612748,Heat,94.6,30-11,2
2010,1610612747,Lakers,95.4,30-11,2
2010,1610612738,Celtics,91.1,33-8,3
2010,1610612742,Mavericks,96.0,29-12,3
2010,1610612753,Magic,93.7,29-12,4
2010,1610612760,Thunder,101.0,30-11,4
2010,1610612737,Hawks,95.8,24-17,5
2010,1610612743,Nuggets,102.7,33-8,5
2010,1610612752,Knicks,105.7,23-18,6
2010,1610612757,Trail Blazers,94.8,30-11,6
2010,1610612740,Hornets,94.0,28-13,7
2010,1610612755,76ers,97.5,26-15,7
2010,1610612754,Pacers,100.9,24-17,8
2010,1610612763,Grizzlies,97.6,30-11,8
2010,1610612745,Rockets,103.7,25-16,9
2010,1610612749,Bucks,92.7,22-19,9
2010,1610612756,Suns,105.9,23-18,10
2010,1610612766,Bobcats,97.3,21-20,10
2010,1610612762,Jazz,101.3,21-20,11
2010,1610612765,Pistons,100.6,21-20,11
2010,1610612744,Warriors,105.7,26-15,12
2010,1610612751,Nets,100.4,19-22,12
2010,1610612746,Clippers,101.8,23-18,13
2010,1610612764,Wizards,104.7,20-21,13
2010,1610612758,Kings,104.7,11-30,14
2010,1610612761,Raptors,105.4,16-25,14
2010,1610612739,Cavaliers,104.5,12-29,15
2010,1610612750,Timberwolves,107.7,12-29,15
2011,1610612741,Bulls,88.2,26-7,1
2011,1610612759,Spurs,96.5,28-5,1
2011,1610612760,Thunder,96.9,26-7,2
2011,1610612748,Heat,92.5,28-5,2
2011,1610612747,Lakers,95.9,26-7,3
2011,1610612754,Pacers,94.4,23-10,3
2011,1610612738,Celtics,89.3,24-9,4
2011,1610612763,Grizzlies,93.0,26-7,4
2011,1610612737,Hawks,93.2,23-10,5
2011,1610612746,Clippers,95.0,24-9,5
2011,1610612743,Nuggets,101.2,20-13,6
2011,1610612753,Magic,93.4,21-12,6
2011,1610612742,Mavericks,94.8,23-10,7
2011,1610612752,Knicks,94.7,22-11,7
2011,1610612755,76ers,89.4,19-14,8
2011,1610612762,Jazz,99.0,25-8,8
2011,1610612745,Rockets,97.9,22-11,9
2011,1610612749,Bucks,98.7,17-16,9
2011,1610612756,Suns,98.6,19-14,10
2011,1610612765,Pistons,95.7,18-15,10
2011,1610612757,Trail Blazers,97.8,20-13,11
2011,1610612761,Raptors,94.0,13-20,11
2011,1610612750,Timberwolves,100.1,13-20,12
2011,1610612751,Nets,99.1,9-24,12
2011,1610612744,Warriors,101.2,12-21,13
2011,1610612739,Cavaliers,100.2,11-22,13
2011,1610612758,Kings,104.4,16-17,14
2011,1610612764,Wizards,98.4,11-22,14
2011,1610612740,Hornets,93.4,11-22,15
2011,1610612766,Bobcats,100.9,4-29,15
2012,1610612748,Heat,95.0,37-4,1
2012,1610612760,Thunder,96.5,34-7,1
2012,1610612752,Knicks,95.7,31-10,2
2012,1610612759,Spurs,96.6,35-6,2
2012,1610612743,Nuggets,101.1,38-3,3
2012,1610612754,Pacers,90.7,30-11,3
2012,1610612746,Clippers,94.6,32-9,4
2012,1610612751,Nets,95.1,26-15,4
2012,1610612741,Bulls,92.9,24-17,5
2012,1610612763,Grizzlies,89.3,32-9,5
2012,1610612737,Hawks,97.5,25-16,6
2012,1610612744,Warriors,100.3,28-13,6
2012,1610612738,Celtics,96.7,27-13,7
2012,1610612747,Lakers,101.0,29-12,7
2012,1610612745,Rockets,102.5,29-12,8
2012,1610612749,Bucks,100.4,21-20,8
2012,1610612755,76ers,96.5,23-18,9
2012,1610612762,Jazz,98.1,30-11,9
2012,1610612742,Mavericks,101.7,24-17,10
2012,1610612761,Raptors,98.7,21-20,10
2012,1610612765,Pistons,98.8,18-23,11
2012,1610612757,Trail Blazers,100.7,22-19,11
2012,1610612750,Timberwolves,98.1,20-21,12
2012,1610612764,Wizards,95.8,22-19,12
2012,1610612739,Cavaliers,101.2,14-27,13
2012,1610612758,Kings,105.1,20-21,13
2012,1610612740,Hornets,97.9,16-25,14
2012,1610612766,Bobcats,102.7,15-26,14
2012,1610612753,Magic,101.1,12-29,15
2012,1610612756,Suns,101.6,17-24,15
2013,1610612754,Pacers,92.3,35-6,1
2013,1610612759,Spurs,97.6,32-9,1
2013,1610612748,Heat,97.4,32-9,2
2013,1610612760,Thunder,99.8,34-7,2
2013,1610612746,Clippers,101.0,34-7,3
2013,1610612761,Raptors,98.0,26-15,3
2013,1610612741,Bulls,91.8,27-14,4
2013,1610612745,Rockets,103.1,33-8,4
2013,1610612757,Trail Blazers,102.8,31-10,5
2013,1610612764,Wizards,99.4,22-19,5
2013,1610612744,Warriors,99.5,27-14,6
2013,1610612751,Nets,99.5,28-13,6
2013,1610612763,Grizzlies,94.6,27-14,7
2013,1610612766,Bobcats,97.1,25-16,7
2013,1610612737,Hawks,101.5,24-17,8
2013,1610612742,Mavericks,102.4,26-15,8
2013,1610612752,Knicks,99.4,19-22,9
2013,1610612756,Suns,102.6,26-15,9
2013,1610612739,Cavaliers,101.5,19-22,10
2013,1610612750,Timberwolves,104.3,24-17,10
2013,1610612743,Nuggets,106.5,22-19,11
2013,1610612765,Pistons,104.7,17-24,11
2013,1610612738,Celtics,100.7,16-25,12
2013,1610612740,Pelicans,102.4,22-19,12
2013,1610612753,Magic,102.0,19-22,13
2013,1610612758,Kings,103.4,17-24,13
2013,1610612747,Lakers,109.2,14-27,14
2013,1610612755,76ers,109.9,10-31,14
2013,1610612749,Bucks,103.7,10-31,15
2013,1610612762,Jazz,102.2,16-25,15
2014,1610612737,Hawks,97.1,35-6,1
2014,1610612744,Warriors,99.9,39-2,1
2014,1610612739,Cavaliers,98.7,31-10,2
2014,1610612745,Rockets,100.5,30-11,2
2014,1610612741,Bulls,97.8,27-14,3
2014,1610612746,Clippers,100.1,30-11,3
2014,1610612757,Trail Blazers,98.6,32-9,4
2014,1610612761,Raptors,100.9,27-14,4
2014,1610612763,Grizzlies,95.1,31-10,5
2014,1610612764,Wizards,97.8,29-12,5
2014,1610612749,Bucks,97.4,23-18,6
2014,1610612759,Spurs,97.0,33-8,6
2014,1610612738,Celtics,101.2,21-20,7
2014,1610612742,Mavericks,102.3,27-14,7
2014,1610612740,Pelicans,98.6,28-13,8
2014,1610612751,Nets,100.9,19-22,8
2014,1610612754,Pacers,97.0,23-18,9
2014,1610612760,Thunder,101.8,29-12,9
2014,1610612748,Heat,97.3,20-21,10
2014,1610612756,Suns,103.3,22-19,10
2014,1610612766,Hornets,97.3,19-22,11
2014,1610612762,Jazz,94.9,21-20,11
2014,1610612743,Nuggets,105.0,19-22,12
2014,1610612765,Pistons,99.5,18-23,12
2014,1610612753,Magic,101.4,13-28,13
2014,1610612758,Kings,105.0,18-23,13
2014,1610612747,Lakers,105.3,12-29,14
2014,1610612755,76ers,101.0,12-29,14
2014,1610612750,Timberwolves,106.5,9-32,15
2014,1610612752,Knicks,101.2,10-31,15
2015,1610612739,Cavaliers,98.3,33-8,1
2015,1610612744,Warriors,104.1,39-2,1
2015,1610612759,Spurs,92.9,40-1,2
2015,1610612761,Raptors,98.2,32-9,2
2015,1610612748,Heat,98.4,28-13,3
2015,1610612760,Thunder,102.9,32-9,3
2015,1610612737,Hawks,99.2,27-14,4
2015,1610612746,Clippers,100.2,29-12,4
2015,1610612738,Celtics,102.5,28-13,5
2015,1610612757,Trail Blazers,104.3,28-13,5
2015,1610612742,Mavericks,102.6,23-18,6
2015,1610612766,Hornets,100.7,30-11,6
2015,1610612754,Pacers,100.5,26-15,7
2015,1610612763,Grizzlies,101.3,26-15,7
2015,1610612745,Rockets,106.4,23-18,8
2015,1610612765,Pistons,101.4,26-15,8
2015,1610612741,Bulls,103.1,26-15,9
2015,1610612762,Jazz,95.9,24-17,9
2015,1610612758,Kings,109.1,18-23,10
2015,1610612764,Wizards,104.6,22-19,10
2015,1610612743,Nuggets,105.0,18-23,11
2015,1610612753,Magic,103.7,23-18,11
2015,1610612740,Pelicans,106.5,21-20,12
2015,1610612749,Bucks,103.2,23-18,12
2015,1610612750,Timberwolves,106.0,14-27,13
2015,1610612752,Knicks,101.1,18-23,13
2015,1610612751,Nets,106.0,14-27,14
2015,1610612756,Suns,107.5,14-27,14
2015,1610612747,Lakers,106.9,12-29,15
2015,1610612755,76ers,107.6,7-34,15
2016,1610612738,Celtics,105.4,30-11,1
2016,1610612744,Warriors,104.3,36-5,1
2016,1610612739,Cavaliers,107.2,31-10,2
2016,1610612759,Spurs,98.1,31-10,2
2016,1610612745,Rockets,109.6,30-11,3
2016,1610612761,Raptors,102.6,28-13,3
2016,1610612746,Clippers,104.4,29-12,4
2016,1610612764,Wizards,107.4,30-11,4
2016,1610612737,Hawks,104.0,23-18,5
2016,1610612762,Jazz,96.8,29-12,5
2016,1610612749,Bucks,103.8,23-18,6
2016,1610612760,Thunder,105.8,28-13,6
2016,1610612763,Grizzlies,100.0,24-17,7
2016,1610612754,Pacers,105.3,29-12,7
2016,1610612741,Bulls,102.4,25-16,8
2016,1610612757,Trail Blazers,108.5,25-16,8
2016,1610612743,Nuggets,111.2,22-19,9
2016,1610612748,Heat,102.1,23-18,9
2016,1610612740,Pelicans,106.4,21-20,10
2016,1610612765,Pistons,102.5,24-17,10
2016,1610612742,Mavericks,100.8,21-20,11
2016,1610612766,Hornets,104.7,22-19,11
2016,1610612752,Knicks,108.0,19-22,12
2016,1610612758,Kings,106.7,17-24,12
2016,1610612750,Timberwolves,106.7,20-21,13
2016,1610612753,Magic,107.6,16-25,13
2016,1610612747,Lakers,111.5,17-24,14
2016,1610612755,76ers,108.1,17-24,14
2016,1610612751,Nets,112.5,13-28,15
2016,1610612756,Suns,113.3,15-26,15
2017,1610612761,Raptors,103.9,34-7,1
2017,1610612745,Rockets,103.9,34-7,1
2017,1610612738,Celtics,100.4,27-14,2
2017,1610612744,Warriors,107.5,29-12,2
2017,1610612755,76ers,105.3,30-11,3
2017,1610612757,Trail Blazers,103.0,28-13,3
2017,1610612760,Thunder,104.4,27-14,4
2017,1610612739,Cavaliers,109.9,29-12,4
2017,1610612762,Jazz,99.8,28-13,5
2017,1610612754,Pacers,104.2,27-14,5
2017,1610612740,Pelicans,110.4,24-17,6
2017,1610612748,Heat,102.9,26-15,6
2017,1610612749,Bucks,106.8,25-16,7
2017,1610612759,Spurs,99.8,33-8,7
2017,1610612764,Wizards,106.0,23-18,8
2017,1610612750,Timberwolves,107.3,30-11,8
2017,1610612743,Nuggets,108.5,31-10,9
2017,1610612765,Pistons,103.9,25-16,9
2017,1610612746,Clippers,109.0,22-19,10
2017,1610612766,Hornets,108.0,21-20,10
2017,1610612752,Knicks,108.0,19-22,11
2017,1610612747,Lakers,109.6,20-21,11
2017,1610612758,Kings,105.8,14-27,12
2017,1610612751,Nets,110.3,15-26,12
2017,1610612741,Bulls,110.0,17-24,13
2017,1610612742,Mavericks,105.4,15-26,13
2017,1610612763,Grizzlies,105.5,16-25,14
2017,1610612753,Magic,108.2,17-24,14
2017,1610612756,Suns,113.3,10-31,15
2017,1610612737,Hawks,108.8,16-25,15
2018,1610612744,Warriors,111.2,30-11,1
2018,1610612749,Bucks,109.3,33-8,1
2018,1610612743,Nuggets,106.7,34-7,2
2018,1610612761,Raptors,108.4,32-9,2
2018,1610612755,76ers,112.5,31-10,3
2018,1610612757,Trail Blazers,110.5,32-9,3
2018,1610612738,Celtics,108.0,28-13,4
2018,1610612745,Rockets,109.1,31-10,4
2018,1610612754,Pacers,104.7,29-12,5
2018,1610612762,Jazz,106.5,29-12,5
2018,1610612751,Nets,112.3,23-18,6
2018,1610612760,Thunder,111.1,27-14,6
2018,1610612753,Magic,106.6,25-16,7
2018,1610612759,Spurs,110.0,32-9,7
2018,1610612746,Clippers,114.3,26-15,8
2018,1610612765,Pistons,107.3,26-15,8
2018,1610612758,Kings,115.3,24-17,9
2018,1610612766,Hornets,111.8,25-16,9
2018,1610612747,Lakers,113.5,22-19,10
2018,1610612748,Heat,105.9,19-22,10
2018,1610612750,Timberwolves,114.0,25-16,11
2018,1610612764,Wizards,116.9,22-19,11
2018,1610612737,Hawks,119.4,17-24,12
2018,1610612763,Grizzlies,106.1,21-20,12
2018,1610612740,Pelicans,116.8,19-22,13
2018,1610612741,Bulls,113.4,9-32,13
2018,1610612742,Mavericks,110.1,24-17,14
2018,1610612739,Cavaliers,114.1,13-28,14
2018,1610612752,Knicks,113.8,9-32,15
2018,1610612756,Suns,116.8,12-29,15
2019,1610612747,Lakers,107.6,25-10,1
2019,1610612749,Bucks,108.6,30-5,1
2019,1610612746,Clippers,109.9,27-9,2
2019,1610612761,Raptors,106.5,26-10,2
2019,1610612738,Celtics,107.3,26-10,3
2019,1610612743,Nuggets,109.2,26-11,3
2019,1610612745,Rockets,114.8,24-12,4
2019,1610612754,Pacers,107.5,25-11,4
2019,1610612748,Heat,109.1,29-7,5
2019,1610612760,Thunder,108.4,23-14,5
2019,1610612755,76ers,108.4,31-4,6
2019,1610612762,Jazz,108.8,23-12,6
2019,1610612742,Mavericks,112.1,20-18,7
2019,1610612751,Nets,112.3,20-16,7
2019,1610612753,Magic,108.3,18-17,8
2019,1610612757,Trail Blazers,116.1,21-15,8
2019,1610612763,Grizzlies,113.7,20-17,9
2019,1610612764,Wizards,119.1,16-20,9
2019,1610612756,Suns,113.4,17-22,10
2019,1610612766,Hornets,109.6,10-21,10
2019,1610612741,Bulls,109.9,14-20,11
2019,1610612759,Spurs,115.2,19-15,11
2019,1610612752,Knicks,112.3,11-22,12
2019,1610612758,Kings,112.1,16-19,12
2019,1610612740,Pelicans,117.1,15-21,13
2019,1610612765,Pistons,110.8,11-22,13
2019,1610612737,Hawks,119.7,14-20,14
2019,1610612750,Timberwolves,117.5,8-24,14
2019,1610612739,Cavaliers,114.8,11-25,15
2019,1610612744,Warriors,115.0,8-26,15
2020,1610612755,76ers,108.1,29-7,1
2020,1610612762,Jazz,107.2,31-5,1
2020,1610612751,Nets,114.1,28-8,2
2020,1610612756,Suns,109.5,27-9,2
2020,1610612743,Nuggets,110.1,25-11,3
2020,1610612749,Bucks,114.2,26-10,3
2020,1610612746,Clippers,107.8,26-10,4
2020,1610612752,Knicks,104.7,25-11,4
2020,1610612737,Hawks,111.4,25-11,5
2020,1610612742,Mavericks,110.2,21-15,5
2020,1610612748,Heat,108.0,21-15,6
2020,1610612757,Trail Blazers,114.3,20-16,6
2020,1610612738,Celtics,111.2,21-15,7
2020,1610612747,Lakers,106.8,21-15,7
2020,1610612744,Warriors,112.7,25-11,8
2020,1610612764,Wizards,118.5,19-17,8
2020,1610612754,Pacers,115.3,13-23,9
2020,1610612763,Grizzlies,112.3,18-18,9
2020,1610612759,Spurs,112.8,14-22,10
2020,1610612766,Hornets,111.4,18-18,10
2020,1610612740,Pelicans,114.9,18-18,11
2020,1610612741,Bulls,111.6,15-21,11
2020,1610612758,Kings,117.4,16-20,12
2020,1610612761,Raptors,111.7,16-20,12
2020,1610612739,Cavaliers,112.3,13-23,13
2020,1610612750,Timberwolves,117.7,13-23,13
2020,1610612760,Thunder,115.6,10-26,14
2020,1610612753,Magic,113.3,11-25,14
2020,1610612745,Rockets,116.7,9-27,15
2020,1610612765,Pistons,111.1,13-23,15
2021,1610612748,Heat,105.6,29-12,1
2021,1610612756,Suns,107.3,32-9,1
2021,1610612738,Celtics,104.5,28-13,2
2021,1610612763,Grizzlies,109.9,30-11,2
2021,1610612744,Warriors,105.5,31-10,3
2021,1610612749,Bucks,112.1,27-14,3
2021,1610612742,Mavericks,104.7,29-12,4
2021,1610612755,76ers,107.3,24-17,4
2021,1610612761,Raptors,107.1,24-17,5
2021,1610612762,Jazz,107.6,29-12,5
2021,1610612741,Bulls,112.0,27-14,6
2021,1610612743,Nuggets,110.4,23-18,6
2021,1610612750,Timberwolves,113.3,26-15,7
2021,1610612751,Nets,112.1,20-21,7
2021,1610612739,Cavaliers,105.7,25-16,8
2021,1610612746,Clippers,108.4,25-16,8
2021,1610612737,Hawks,112.4,27-14,9
2021,1610612740,Pelicans,110.3,19-22,9
2021,1610612759,Spurs,113.0,16-25,10
2021,1610612766,Hornets,114.9,22-19,10
2021,1610612747,Lakers,115.1,21-20,11
2021,1610612752,Knicks,106.6,17-24,11
2021,1610612758,Kings,115.8,16-25,12
2021,1610612764,Wizards,112.0,21-20,12
2021,1610612754,Pacers,114.9,16-25,13
2021,1610612757,Trail Blazers,115.1,17-24,13
2021,1610612760,Thunder,111.8,12-29,14
2021,1610612765,Pistons,112.5,13-28,14
2021,1610612745,Rockets,118.2,11-30,15
2021,1610612753,Magic,112.2,12-29,15
2022,1610612743,Nuggets,112.5,34-7,1
2022,1610612749,Bucks,113.3,32-9,1
2022,1610612763,Grizzlies,113.0,35-6,2
2022,1610612738,Celtics,111.4,32-9,2
2022,1610612755,76ers,110.9,29-12,3
2022,1610612758,Kings,118.1,23-18,3
2022,1610612739,Cavaliers,106.9,31-10,4
2022,1610612756,Suns,111.6,28-13,4
2022,1610612746,Clippers,113.1,23-18,5
2022,1610612752,Knicks,113.1,23-18,5
2022,1610612744,Warriors,117.1,33-8,6
2022,1610612751,Nets,112.5,23-18,6
2022,1610612747,Lakers,116.6,23-18,7
2022,1610612748,Heat,109.8,27-14,7
2022,1610612737,Hawks,118.1,24-17,8
2022,1610612750,Timberwolves,115.8,22-19,8
2022,1610612740,Pelicans,112.5,27-14,9
2022,1610612761,Raptors,111.4,27-14,9
2022,1610612741,Bulls,111.8,22-19,10
2022,1610612760,Thunder,116.4,24-17,10
2022,1610612742,Mavericks,114.1,23-18,11
2022,1610612754,Pacers,119.5,20-21,11
2022,1610612762,Jazz,118.0,23-18,12
2022,1610612764,Wizards,114.4,19-22,12
2022,1610612753,Magic,114.0,20-21,13
2022,1610612757,Trail Blazers,117.4,17-24,13
2022,1610612745,Rockets,118.6,14-27,14
2022,1610612766,Hornets,117.2,13-28,14
2022,1610612759,Spurs,123.1,14-27,15
2022,1610612765,Pistons,118.5,9-32,15
