TEAM_ID,TEAM_NAME,YEAR,WIN_PCT,FG_PCT,REB,AST_TOV_RAT,PTS,OPP_PPG,HOME_WIN_PCT,PLAYOFF,TOP3_PPG,TOP3_P14,OFF_BENCH_PPG,BENCH_P30
1610612764,Bullets,1990,0.366,0.466,43.5,1.5301204819277106,101.4,106.4,0.5121951219512195,0,19.864200709116755,1,38.609756097560975,1
1610612764,Bullets,1991,0.305,0.461,41.6,1.6013071895424835,102.4,106.8,0.34146341463414637,0,18.709486693861695,1,37.53658536585366,1
1610612764,Bullets,1992,0.268,0.467,40.8,1.5962732919254656,101.9,108.9,0.36585365853658536,0,16.012419165196942,1,38.048780487804876,1
1610612764,Bullets,1993,0.293,0.468,39.8,1.2982456140350875,100.4,107.7,0.4146341463414634,0,17.84102564102564,1,33.8780487804878,1
1610612764,Bullets,1994,0.256,0.46,39.8,1.339622641509434,100.5,106.1,0.3170731707317073,0,17.88471035137702,1,38.15853658536585,1
1610612764,Bullets,1995,0.476,0.484,39.7,1.3641975308641976,102.5,101.5,0.6097560975609756,0,17.228054704662892,1,36.109756097560975,1
1610612764,Bullets,1996,0.537,0.48,41.8,1.4904458598726114,99.4,97.7,0.6097560975609756,1,18.803635953026195,1,25.170731707317074,0
1610612764,Wizards,1997,0.512,0.452,42.2,1.6453900709219855,97.2,96.6,0.5853658536585366,0,18.24965647543799,1,18.829268292682926,0
1610612764,Wizards,1998,0.36,0.445,40.0,1.4489795918367347,91.2,93.4,0.52,0,15.54931354359926,1,10.524390243902438,0
1610612764,Wizards,1999,0.354,0.451,42.7,1.341614906832298,96.6,99.9,0.4146341463414634,0,14.135137881784225,1,26.0,0
1610612764,Wizards,2000,0.232,0.439,41.3,1.1823529411764706,93.2,99.9,0.2926829268292683,0,14.542078654823754,0,12.487804878048781,0
1610612764,Wizards,2001,0.451,0.441,42.0,1.6076923076923075,92.8,94.2,0.5365853658536586,0,12.658479331272185,0,27.121951219512194,0
1610612764,Wizards,2002,0.451,0.44,40.4,1.4701492537313432,91.5,92.5,0.5609756097560976,0,18.11130063965885,1,25.98780487804878,0
1610612764,Wizards,2003,0.305,0.421,42.8,1.0685714285714285,91.8,97.4,0.4146341463414634,0,16.43268350317531,1,39.24390243902439,1
1610612764,Wizards,2004,0.549,0.437,42.8,1.3356643356643356,100.5,100.8,0.7073170731707317,1,22.38060912889746,1,21.0,0
1610612764,Wizards,2005,0.512,0.447,41.2,1.3381294964028778,101.7,99.8,0.6585365853658537,1,22.47830623306233,1,16.451219512195124,0
1610612764,Wizards,2006,0.5,0.45,41.2,1.4637681159420288,104.3,104.9,0.6341463414634146,1,22.456585156585152,1,28.75609756097561,0
1610612764,Wizards,2007,0.524,0.446,41.6,1.484848484848485,98.8,99.2,0.6097560975609756,1,17.635833750306077,1,34.97560975609756,1
1610612764,Wizards,2008,0.232,0.45,40.1,1.4285714285714286,96.1,103.5,0.3170731707317073,0,17.962912028235817,1,31.902439024390244,1
1610612764,Wizards,2009,0.317,0.449,41.8,1.2751677852348993,96.2,101.0,0.36585365853658536,0,15.576917989417991,1,21.451219512195124,0
1610612764,Wizards,2010,0.28,0.443,41.3,1.2679738562091505,97.3,104.7,0.4878048780487805,0,16.875226449275363,1,22.890243902439025,0
1610612764,Wizards,2011,0.303,0.441,41.7,1.2483660130718954,93.6,98.4,0.3333333333333333,0,12.968882908027645,0,18.670731707317074,0
1610612764,Wizards,2012,0.354,0.435,43.2,1.4304635761589406,93.2,95.8,0.5365853658536586,0,14.617525957751523,1,36.90243902439025,1
1610612764,Wizards,2013,0.537,0.459,42.2,1.5850340136054424,100.7,99.4,0.5365853658536586,1,16.930363488833255,1,28.4390243902439,0
1610612764,Wizards,2014,0.561,0.462,44.7,1.6,98.5,97.8,0.7073170731707317,1,15.011373456109487,1,35.670731707317074,1
1610612764,Wizards,2015,0.5,0.46,41.8,1.6896551724137931,104.1,104.6,0.5365853658536586,0,16.93154401154401,1,39.76829268292683,1
1610612764,Wizards,2016,0.598,0.475,42.9,1.6830985915492958,109.2,107.4,0.7317073170731707,1,19.89414058164058,1,25.109756097560975,0
1610612764,Wizards,2017,0.524,0.467,43.1,1.726027397260274,106.6,106.0,0.5609756097560976,1,16.379682096484263,1,39.84146341463415,1
1610612764,Wizards,2018,0.39,0.468,42.4,1.8652482269503547,114.0,116.9,0.5365853658536586,0,16.13701767970061,1,32.68292682926829,1
1610612764,Wizards,2019,0.347,0.457,42.0,1.7605633802816902,114.4,119.1,0.4444444444444444,0,18.956885678247907,1,31.658536585365855,1
1610612764,Wizards,2020,0.472,0.475,45.2,1.7708333333333333,116.6,118.5,0.5277777777777778,1,22.457624831309044,1,33.03658536585366,1
